id,name,aura,cl,slot,price,weight,description,requirements,full_text,aura_strength,weight_value,price_value,is_intelligent_item
1557,"Intensified Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that are intensified as though using the Intensified Spell feat (Advanced Player's Guide).,"Craft Rod, Intensified Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Intensified Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>24,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are intensified as though using the Intensified Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Intensified Spell; <b>Cost </b>12,250 gp</h5></div>",strong,5,24500,FALSE
1558,"Lingering Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that linger for 1 round as though using the Lingering Spell feat (Advanced Player's Guide).,"Craft Rod, Lingering Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lingering Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>3,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that linger for 1 round as though using the Lingering Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Lingering Spell; <b>Cost </b>1,500 gp</h5></div>",strong,5,3000,FALSE
1559,Lingering Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that linger for 1 round as though using the Lingering Spell feat (Advanced Player's Guide).,"Craft Rod, Lingering Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lingering Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>11,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that linger for 1 round as though using the Lingering Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Lingering Spell; <b>Cost </b>5,500 gp</h5></div>",strong,5,11000,FALSE
1560,"Lingering Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that linger for 1 round as though using the Lingering Spell feat (Advanced Player's Guide).,"Craft Rod, Lingering Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lingering Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>24,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that linger for 1 round as though using the Lingering Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Lingering Spell; <b>Cost </b>12,250 gp</h5></div>",strong,5,24500,FALSE
1561,"Maximize Metamagic Rod, Lesser",strong (no school),17,none,"14,000 gp",5 lbs.,The wielder can cast up to three spells per day that are maximized as though using the Maximize Spell feat.,"Craft Rod, Maximize Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Maximize Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>14,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are maximized as though using the Maximize Spell feat.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Maximize Spell; <b>Cost </b>7,000 gp</h5></div>",strong,5,14000,FALSE
1562,Maximize Metamagic Rod,strong (no school),17,none,"54,000 gp",5 lbs.,The wielder can cast up to three spells per day that are maximized as though using the Maximize Spell feat.,"Craft Rod, Maximize Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Maximize Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>54,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are maximized as though using the Maximize Spell feat.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Maximize Spell; <b>Cost </b>27,000 gp</h5></div>",strong,5,54000,FALSE
1563,"Maximize Metamagic Rod, Greater",strong (no school),17,none,"121,500 gp",5 lbs.,The wielder can cast up to three spells per day that are maximized as though using the Maximize Spell feat.,"Craft Rod, Maximize Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Maximize Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>121,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are maximized as though using the Maximize Spell feat.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Maximize Spell; <b>Cost </b>60,750 gp</h5></div>",strong,5,121500,FALSE
1564,"Merciful Metamagic Rod, Lesser",strong (no school),17,none,"1,500 gp",5 lbs.,The wielder can cast up to three spells per day that deal nonlethal damage as though using the Merciful Spell feat (Advanced Player's Guide).,"Craft Rod, Merciful Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Merciful Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>1,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that deal nonlethal damage as though using the Merciful Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Merciful Spell; <b>Cost </b>750 gp</h5></div>",strong,5,1500,FALSE
1565,Merciful Metamagic Rod,strong (no school),17,none,"5,500 gp",5 lbs.,The wielder can cast up to three spells per day that deal nonlethal damage as though using the Merciful Spell feat (Advanced Player's Guide).,"Craft Rod, Merciful Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Merciful Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>5,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that deal nonlethal damage as though using the Merciful Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Merciful Spell; <b>Cost </b>2,750 gp</h5></div>",strong,5,5500,FALSE
1566,"Merciful Metamagic Rod, Greater",strong (no school),17,none,"12,250 gp",5 lbs.,The wielder can cast up to three spells per day that deal nonlethal damage as though using the Merciful Spell feat (Advanced Player's Guide).,"Craft Rod, Merciful Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Merciful Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>12,250 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that deal nonlethal damage as though using the Merciful Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Merciful Spell; <b>Cost </b>6,125 gp</h5></div>",strong,5,12250,FALSE
1567,"Persistent Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day as though using the Persistent Spell feat (Advanced Player's Guide).,"Craft Rod, Persistent Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Persistent Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>9,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day as though using the Persistent Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Persistent Spell; <b>Cost </b>4,500 gp</h5></div>",strong,5,9000,FALSE
1568,Persistent Metamagic Rod,strong (no school),17,none,"32,500 gp",5 lbs.,The wielder can cast up to three spells per day as though using the Persistent Spell feat (Advanced Player's Guide).,"Craft Rod, Persistent Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Persistent Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>32,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day as though using the Persistent Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Persistent Spell; <b>Cost </b>16,250  gp</h5></div>",strong,5,32500,FALSE
1569,"Persistent Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,The wielder can cast up to three spells per day as though using the Persistent Spell feat (Advanced Player's Guide).,"Craft Rod, Persistent Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Persistent Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>73,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day as though using the Persistent Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Persistent Spell; <b>Cost </b>36,500  gp</h5></div>",strong,5,73000,FALSE
1570,"Piercing Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that overcome the spell resistance of a target as though use the Piercing Spell feat (Ultimate Magic).,"Craft Rod, Piercing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Piercing Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>3,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that overcome the spell resistance of a target as though use the Piercing Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Piercing Spell; <b>Cost </b>1,500 gp</h5></div>",strong,5,3000,FALSE
1571,Piercing Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that overcome the spell resistance of a target as though use the Piercing Spell feat (Ultimate Magic).,"Craft Rod, Piercing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Piercing Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>11,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that overcome the spell resistance of a target as though use the Piercing Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Piercing Spell; <b>Cost </b>5,500 gp</h5></div>",strong,5,11000,FALSE
1572,"Piercing Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that overcome the spell resistance of a target as though use the Piercing Spell feat (Ultimate Magic).,"Craft Rod, Piercing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Piercing Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>24,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that overcome the spell resistance of a target as though use the Piercing Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Piercing Spell; <b>Cost </b>12,250 gp</h5></div>",strong,5,24500,FALSE
1573,"Quicken Metamagic Rod, Lesser",strong (no school),17,none,"35,000 gp",5 lbs.,The wielder can cast up to three spells per day that are quickened as though using the Quicken Spell feat.,"Craft Rod, Quicken Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Quicken Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>35,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are quickened as though using the Quicken Spell feat.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Quicken Spell; <b>Cost </b>17,500 gp</h5></div>",strong,5,35000,FALSE
